,Timestamp,Open,High,Low,Close
0,2023-10-07 16:00:00,27956.2,28102.7,27715.7,27910.7
1,2023-10-06 16:00:00,27953.7,28276.7,27809.8,27956.1
2,2023-10-05 16:00:00,27561.3,28052.7,27191.3,27953.8
3,2023-10-04 16:00:00,27401.6,28118.6,27399.1,27561.1
4,2023-10-03 16:00:00,27346.4,27637.6,27178.9,27402.1
5,2023-10-02 16:00:00,28056.7,28134.3,27251.6,27346.4
6,2023-10-01 16:00:00,27151.7,28590.2,27049.2,28056.6
7,2023-09-30 16:00:00,27004.4,27285.5,26962.6,27151.7
8,2023-09-29 16:00:00,26889,27096.1,26760.9,27004.3
9,2023-09-28 16:00:00,27012.3,27302.3,26690.4,26889
10,2023-09-27 16:00:00,26290.2,27037.6,26107.3,27011.1
11,2023-09-26 16:00:00,26125.8,26830.6,26105.8,26289.4
12,2023-09-25 16:00:00,26243.6,26437.9,26096.9,26126
13,2023-09-24 16:00:00,26583.2,26732.8,26005.7,26243.3
14,2023-09-23 16:00:00,26579.4,26639.4,26556.8,26583.2
15,2023-09-22 16:00:00,26643.8,26650.3,26505.5,26579.8
16,2023-09-21 16:00:00,26588.8,26733.9,26489.1,26643.7
17,2023-09-20 16:00:00,27189.6,27296.7,26382.4,26589
18,2023-09-19 16:00:00,27432.7,27491.5,26954.2,27189.6
19,2023-09-18 16:00:00,27284.7,27490.3,26650.9,27431.7
20,2023-09-17 16:00:00,26561.6,27425,26411.2,27284.5
21,2023-09-16 16:00:00,26520.8,26621.7,26439.6,26561.4
22,2023-09-15 16:00:00,26324.5,26883.8,26320.7,26520.8
23,2023-09-14 16:00:00,26706.6,26844.3,26231.4,26324.3
24,2023-09-13 16:00:00,26257.2,26796.5,26069.6,26706
25,2023-09-12 16:00:00,26210.7,26532.9,25775.2,26257.2
26,2023-09-11 16:00:00,25109.5,26384.7,24920.9,26210.5
27,2023-09-10 16:00:00,25775.1,26019.3,24959.7,25109.9
28,2023-09-09 16:00:00,25891.2,25934.9,25721.9,25774.7
29,2023-09-08 16:00:00,25840.1,25929.7,25729.5,25891.2
30,2023-09-07 16:00:00,25769.8,26432.4,25659.3,25840.1
31,2023-09-06 16:00:00,25589.5,26018.3,25390.5,25770.3
32,2023-09-05 16:00:00,25748.8,25850.7,25543.5,25589.5
33,2023-09-04 16:00:00,25808.6,25935,25571.7,25748.8
34,2023-09-03 16:00:00,25871.6,26120.5,25727.9,25808.6
35,2023-09-02 16:00:00,25903.7,26066.9,25766.8,25871.2
36,2023-09-01 16:00:00,25803.2,25980.3,25333.4,25903.6
37,2023-10-07 16:00:00,27956.2,28102.7,27715.7,27910.7
38,2023-10-06 16:00:00,27953.7,28276.7,27809.8,27956.1
39,2023-10-05 16:00:00,27561.3,28052.7,27191.3,27953.8
40,2023-10-04 16:00:00,27401.6,28118.6,27399.1,27561.1
41,2023-10-03 16:00:00,27346.4,27637.6,27178.9,27402.1
42,2023-10-02 16:00:00,28056.7,28134.3,27251.6,27346.4
43,2023-10-01 16:00:00,27151.7,28590.2,27049.2,28056.6
44,2023-09-30 16:00:00,27004.4,27285.5,26962.6,27151.7
45,2023-09-29 16:00:00,26889,27096.1,26760.9,27004.3
46,2023-09-28 16:00:00,27012.3,27302.3,26690.4,26889
47,2023-09-27 16:00:00,26290.2,27037.6,26107.3,27011.1
48,2023-09-26 16:00:00,26125.8,26830.6,26105.8,26289.4
49,2023-09-25 16:00:00,26243.6,26437.9,26096.9,26126
50,2023-09-24 16:00:00,26583.2,26732.8,26005.7,26243.3
51,2023-09-23 16:00:00,26579.4,26639.4,26556.8,26583.2
52,2023-09-22 16:00:00,26643.8,26650.3,26505.5,26579.8
53,2023-09-21 16:00:00,26588.8,26733.9,26489.1,26643.7
54,2023-09-20 16:00:00,27189.6,27296.7,26382.4,26589
55,2023-09-19 16:00:00,27432.7,27491.5,26954.2,27189.6
56,2023-09-18 16:00:00,27284.7,27490.3,26650.9,27431.7
57,2023-09-17 16:00:00,26561.6,27425,26411.2,27284.5
58,2023-09-16 16:00:00,26520.8,26621.7,26439.6,26561.4
59,2023-09-15 16:00:00,26324.5,26883.8,26320.7,26520.8
60,2023-09-14 16:00:00,26706.6,26844.3,26231.4,26324.3
61,2023-09-13 16:00:00,26257.2,26796.5,26069.6,26706
62,2023-09-12 16:00:00,26210.7,26532.9,25775.2,26257.2
63,2023-09-11 16:00:00,25109.5,26384.7,24920.9,26210.5
64,2023-09-10 16:00:00,25775.1,26019.3,24959.7,25109.9
65,2023-09-09 16:00:00,25891.2,25934.9,25721.9,25774.7
66,2023-09-08 16:00:00,25840.1,25929.7,25729.5,25891.2
67,2023-09-07 16:00:00,25769.8,26432.4,25659.3,25840.1
68,2023-09-06 16:00:00,25589.5,26018.3,25390.5,25770.3
69,2023-09-05 16:00:00,25748.8,25850.7,25543.5,25589.5
70,2023-09-04 16:00:00,25808.6,25935,25571.7,25748.8
71,2023-09-03 16:00:00,25871.6,26120.5,25727.9,25808.6
72,2023-09-02 16:00:00,25903.7,26066.9,25766.8,25871.2
73,2023-10-07 16:00:00,27956.2,28102.7,27715.7,27910.7
74,2023-10-06 16:00:00,27953.7,28276.7,27809.8,27956.1
75,2023-10-05 16:00:00,27561.3,28052.7,27191.3,27953.8
76,2023-10-04 16:00:00,27401.6,28118.6,27399.1,27561.1
77,2023-10-03 16:00:00,27346.4,27637.6,27178.9,27402.1
78,2023-10-02 16:00:00,28056.7,28134.3,27251.6,27346.4
79,2023-10-01 16:00:00,27151.7,28590.2,27049.2,28056.6
80,2023-09-30 16:00:00,27004.4,27285.5,26962.6,27151.7
81,2023-09-29 16:00:00,26889,27096.1,26760.9,27004.3
82,2023-09-28 16:00:00,27012.3,27302.3,26690.4,26889
83,2023-09-27 16:00:00,26290.2,27037.6,26107.3,27011.1
84,2023-09-26 16:00:00,26125.8,26830.6,26105.8,26289.4
85,2023-09-25 16:00:00,26243.6,26437.9,26096.9,26126
86,2023-09-24 16:00:00,26583.2,26732.8,26005.7,26243.3
87,2023-09-23 16:00:00,26579.4,26639.4,26556.8,26583.2
88,2023-09-22 16:00:00,26643.8,26650.3,26505.5,26579.8
89,2023-09-21 16:00:00,26588.8,26733.9,26489.1,26643.7
90,2023-09-20 16:00:00,27189.6,27296.7,26382.4,26589
91,2023-09-19 16:00:00,27432.7,27491.5,26954.2,27189.6
92,2023-09-18 16:00:00,27284.7,27490.3,26650.9,27431.7
93,2023-09-17 16:00:00,26561.6,27425,26411.2,27284.5
94,2023-09-16 16:00:00,26520.8,26621.7,26439.6,26561.4
95,2023-09-15 16:00:00,26324.5,26883.8,26320.7,26520.8
96,2023-09-14 16:00:00,26706.6,26844.3,26231.4,26324.3
97,2023-09-13 16:00:00,26257.2,26796.5,26069.6,26706
98,2023-09-12 16:00:00,26210.7,26532.9,25775.2,26257.2
99,2023-09-11 16:00:00,25109.5,26384.7,24920.9,26210.5
100,2023-09-10 16:00:00,25775.1,26019.3,24959.7,25109.9
101,2023-09-09 16:00:00,25891.2,25934.9,25721.9,25774.7
102,2023-09-08 16:00:00,25840.1,25929.7,25729.5,25891.2
103,2023-09-07 16:00:00,25769.8,26432.4,25659.3,25840.1
104,2023-09-06 16:00:00,25589.5,26018.3,25390.5,25770.3
