Timestamp,Open,High,Low,Close
2022-09-01 16:00:00,19783.7,20437.1,19568.8,20357.2
2022-09-02 16:00:00,20357.7,20380.2,19731.4,19770.9
2022-09-03 16:00:00,19770.7,19937.2,19587.1,19791.3
2022-09-04 16:00:00,19791.3,20055.8,19638.4,19855
2022-09-05 16:00:00,19855.1,20180,19668.1,19818.4
2022-09-06 16:00:00,19817.8,19852,18536.7,18871.4
2022-09-07 16:00:00,18871.3,19454.5,18854,19250.7
2022-09-08 16:00:00,19250.5,21330.2,19096.3,21264.1
2022-09-09 16:00:00,21264.3,21651,21131.6,21218.6
2022-09-10 16:00:00,21218.7,21797.7,21176.7,21642.6
2022-09-11 16:00:00,21642.5,22472.4,21460.5,22115.1
2022-09-12 16:00:00,22115.1,22778.8,20786,20836.9
2022-09-13 16:00:00,20836.8,20921.1,19893.2,20176.5
2022-09-14 16:00:00,20176.6,20385.7,19509.6,19737.9
2022-09-15 16:00:00,19737.9,19943.5,19472.9,19663.5
2022-09-16 16:00:00,19663.6,20058.2,19343.5,19963.7
2022-09-17 16:00:00,19963.7,20181.3,19736,19813.1
2022-09-18 16:00:00,19813.2,19876.9,18260,19080.8
2022-09-19 16:00:00,19080.9,19674.1,18786.3,19237.4
2022-09-20 16:00:00,19237.8,19471.4,18741.8,19190.7
2022-09-21 16:00:00,19190.7,19907.3,18162.1,18985.7
2022-09-22 16:00:00,18985.7,19514.1,18556,18715.5
2022-09-23 16:00:00,18715.5,19401.6,18576.1,19121.5
2022-09-24 16:00:00,19121.4,19191.2,18811,18988.2
2022-09-25 16:00:00,18988.2,19314.1,18638.6,19112
2022-09-26 16:00:00,19112.6,20377,18972.3,19883.9
2022-09-27 16:00:00,19883.5,19947.4,18485.6,19487.6
2022-09-28 16:00:00,19488.3,19775.8,18848.1,19290.1
2022-09-29 16:00:00,19290,20175.9,19123.8,19752.7
2022-09-30 16:00:00,19752.7,19863.2,19171,19332
2022-10-01 16:00:00,19332,19393.3,19042.7,19143.5
2022-10-02 16:00:00,19143.4,19489.5,18927.8,19334.8
2022-10-03 16:00:00,19334.9,20251.9,19315.7,20097.6
2022-10-04 16:00:00,20097.6,20448.4,19743.8,20001
2022-10-05 16:00:00,20001.5,20444.7,19880.7,20012.7
2022-10-06 16:00:00,20013,20249.4,19484.9,19577.6
2022-10-07 16:00:00,19577.6,19641.5,19331.6,19488.8
2022-10-08 16:00:00,19488.9,19545.5,19252.7,19536
2022-10-09 16:00:00,19536,19551.9,19133.2,19270.1
2022-10-10 16:00:00,19269.9,19352.5,18863.7,19146.9
2022-10-11 16:00:00,19147,19198.5,18923.1,19138.9
2022-10-12 16:00:00,19138.9,19230,18192.1,18955.7
2022-10-13 16:00:00,18956.6,19946.3,18905.8,19358.4
2022-10-14 16:00:00,19358.7,19400.3,19040.6,19129.8
2022-10-15 16:00:00,19129.9,19192.5,18986.6,19157.5
2022-10-16 16:00:00,19157.5,19672.3,19109.9,19534.8
2022-10-17 16:00:00,19534.3,19700,19285.1,19374.3
2022-10-18 16:00:00,19373.9,19439.1,19082.5,19267.2
2022-10-19 16:00:00,19267.3,19337.1,18920.6,19254.5
2022-10-20 16:00:00,19254.5,19254.9,18662.2,19164.4
2022-10-21 16:00:00,19165.3,19249.9,19091.7,19234.8
2022-10-22 16:00:00,19234.6,19244.2,19083.2,19191.5
2022-10-23 16:00:00,19191.6,19689.1,19164.1,19302.7
2022-10-24 16:00:00,19302.7,19805.7,19225.3,19743.8
2022-10-25 16:00:00,19744,21011.5,19724.6,20841.3
2022-10-26 16:00:00,20841.6,20988.2,20437.8,20561.4
2022-10-27 16:00:00,20561.3,20676,20029.2,20481.5
