Timestamp,Open,High,Low,Close
2023-01-05 03:00:00,16837.8,16837.8,16821.9,16827.5
2023-01-05 02:00:00,16835.4,16843.9,16826.4,16837.8
2023-01-05 01:00:00,16829.3,16848.6,16811.5,16835.5
2023-01-05 00:00:00,16852.4,16876.9,16829.2,16829.3
2023-01-04 23:00:00,16829.6,16866,16819.4,16852.4
2023-01-04 22:00:00,16825.2,16845.6,16818.6,16829.7
2023-01-04 21:00:00,16806.6,16828.2,16797.7,16825.3
2023-01-04 20:00:00,16839.6,16849.2,16784.5,16806.5
2023-01-04 19:00:00,16954.5,16984.2,16792.9,16839.6
2023-01-04 18:00:00,16894.1,16977.2,16875.3,16954.9
2023-01-04 17:00:00,16860.1,16928.3,16852.3,16894.1
2023-01-04 16:00:00,16852.8,16892.1,16833,16860.2
2023-01-04 15:00:00,16829.5,16853.7,16770.4,16852.8
2023-01-04 14:00:00,16829.7,16856.4,16799.6,16829
2023-01-04 13:00:00,16814.7,16836.6,16811.4,16829.6
2023-01-04 12:00:00,16837.8,16844.9,16809.9,16814.7
2023-01-04 11:00:00,16846.8,16853.1,16837.7,16837.9
2023-01-04 10:00:00,16845,16847.2,16836.4,16846.7
2023-01-04 09:00:00,16864.2,16865.2,16836.1,16845
2023-01-04 08:00:00,16871.2,16909.1,16834.6,16864.2
2023-01-04 07:00:00,16876.7,16889.8,16851.3,16871.2
2023-01-04 06:00:00,16856.5,16876.9,16853.7,16876.8
2023-01-04 05:00:00,16861.7,16864.7,16842.3,16856.3
2023-01-04 04:00:00,16864.7,16900,16851.9,16861.7
2023-01-04 03:00:00,16737.2,16871,16737.2,16865
2023-01-04 02:00:00,16703.2,16749.1,16703.2,16737.1
2023-01-04 01:00:00,16661.5,16729.3,16660.5,16703.4
2023-01-04 00:00:00,16675,16676.4,16656.5,16661.5
2023-01-03 23:00:00,16676,16692.5,16669.7,16674.9
2023-01-03 22:00:00,16665.8,16677.3,16650.7,16675.9
2023-01-03 21:00:00,16663.1,16675.9,16660.2,16665.9
2023-01-03 20:00:00,16644.6,16671.3,16643.6,16663.1
2023-01-03 19:00:00,16645.8,16655.2,16627,16644.4
2023-01-03 18:00:00,16634.1,16650.8,16629.9,16645.7
2023-01-03 17:00:00,16629.1,16648.6,16610.5,16634.1
2023-01-03 16:00:00,16691.6,16695.8,16623.9,16629.4
2023-01-03 15:00:00,16675.8,16692.2,16643.1,16691.2
2023-01-03 14:00:00,16727.8,16770.4,16664.4,16675.6
2023-01-03 13:00:00,16714.3,16737.1,16714,16727.7
2023-01-03 12:00:00,16720.7,16807.3,16706.2,16714.1
2023-01-03 11:00:00,16724.1,16735.7,16713,16720.7
2023-01-03 10:00:00,16739.1,16747,16724,16724
2023-01-03 09:00:00,16716.3,16753.2,16715.6,16739
2023-01-03 08:00:00,16730.4,16734.4,16700.5,16716
2023-01-03 07:00:00,16725.8,16731.4,16708.2,16730.4
2023-01-03 06:00:00,16722.3,16771.9,16722.3,16725.4
2023-01-03 05:00:00,16683.9,16723.1,16683.6,16722.4
2023-01-03 04:00:00,16693.4,16699.5,16683.1,16684.1
2023-01-03 03:00:00,16674.4,16698.9,16669.2,16693.4
2023-01-03 02:00:00,16678,16687.4,16674.1,16674.4
