Timestamp,Open,High,Low,Close
2023-09-01 01:00:00,26051.7,26056.1,25975.6,25985.8
2023-09-01 02:00:00,25985.8,26097,25985.4,26055.4
2023-09-01 03:00:00,26055.8,26093,26042.3,26080.5
2023-09-01 04:00:00,26080.5,26092.5,26036.2,26041.8
2023-09-01 05:00:00,26041.8,26054.6,26021.6,26025.9
2023-09-01 06:00:00,26026.1,26040.3,25980.2,25997
2023-09-01 07:00:00,25996.8,26016.2,25980.2,25990.2
2023-09-01 08:00:00,25990.2,26015.7,25959.5,25980.7
2023-09-01 09:00:00,25980.7,26047,25974,26031.4
2023-09-01 10:00:00,26031.4,26045.3,25985.7,25998.5
2023-09-01 11:00:00,25998.5,26070,25981.3,26045.8
2023-09-01 12:00:00,26045.8,26149.1,25993.9,26060.1
2023-09-01 13:00:00,26060.1,26063.6,25876.4,25999.7
2023-09-01 14:00:00,25999.6,26000.3,25695.6,25716.9
2023-09-01 15:00:00,25717.1,25933,25572.3,25811.1
2023-09-01 16:00:00,25811.1,25958.6,25756,25790.3
2023-09-01 17:00:00,25790.3,25801,25333.5,25479.1
2023-09-01 18:00:00,25479.1,25825,25457.3,25652.8
2023-09-01 19:00:00,25652.8,25676.3,25584.4,25644.5
2023-09-01 20:00:00,25645.3,25930.2,25570.5,25777.4
2023-09-01 21:00:00,25777.4,25861.4,25736.2,25806.3
2023-09-01 22:00:00,25805.7,25824.3,25766,25766
2023-09-01 23:00:00,25766.1,25835.6,25758.4,25806.4
2023-09-02 00:00:00,25806.4,25839.6,25785.4,25789.6
2023-09-02 01:00:00,25789.6,25816.4,25775.9,25776
2023-09-02 02:00:00,25776,25796.9,25754.6,25762.3
2023-09-02 03:00:00,25762.4,25811.2,25761.5,25798.1
2023-09-02 04:00:00,25798.6,25804.6,25767.9,25779.4
2023-09-02 05:00:00,25779.4,25849.2,25779.4,25821.8
2023-09-02 06:00:00,25821.8,25833,25795.5,25802.5
2023-09-02 07:00:00,25802.5,25840,25782.5,25796.7
2023-09-02 08:00:00,25796.6,25803.1,25777.3,25783.2
2023-09-02 09:00:00,25783.2,25825.4,25778.1,25813
2023-09-02 10:00:00,25813,25856,25812.4,25833.4
2023-09-02 11:00:00,25833.4,25859.4,25785.5,25815.1
2023-09-02 12:00:00,25815.1,25837.2,25806.1,25810.5
2023-09-02 13:00:00,25810.5,25853.6,25789.3,25827.8
2023-09-02 14:00:00,25828.2,25893.7,25811.1,25866.8
2023-09-02 15:00:00,25866.8,25984.1,25866.8,25897.1
2023-09-02 16:00:00,25897.1,25937.4,25846.8,25861.5
2023-09-02 17:00:00,25861.5,25873.8,25815,25816.3
2023-09-02 18:00:00,25816.7,25826.1,25764.7,25811.9
2023-09-02 19:00:00,25811.8,25845.6,25799.6,25834.3
2023-09-02 20:00:00,25834.3,25850.1,25819.5,25849.7
2023-09-02 21:00:00,25849.7,25889.3,25841.7,25858.5
2023-09-02 22:00:00,25858.5,25862.4,25848,25861.4
2023-09-02 23:00:00,25861.4,25903.4,25856.5,25869
2023-09-03 00:00:00,25869,25872.3,25827.6,25870.7
2023-09-03 01:00:00,25870.7,25906,25856.8,25866.2
2023-09-03 02:00:00,25866.2,25880.8,25858.2,25860.6
2023-09-03 03:00:00,25860.6,25873.8,25851.8,25864.1
2023-09-03 04:00:00,25864.1,25879.4,25863.7,25875.2
2023-09-03 05:00:00,25875.2,25904.5,25872.9,25899
2023-09-03 06:00:00,25898.5,25945.3,25892.1,25910.9
2023-09-03 07:00:00,25910.9,25952.3,25903.5,25951.6
2023-09-03 08:00:00,25951.6,25953.5,25879.7,25882.3
2023-09-03 09:00:00,25882.3,25937.2,25878.4,25905.6
2023-09-03 10:00:00,25905.6,25937.1,25889.3,25932.8
2023-09-03 11:00:00,25932.8,25944.3,25913.9,25942.5
2023-09-03 12:00:00,25942.5,26074.8,25882.4,25897.7
2023-09-03 13:00:00,25897.7,25946.3,25815.8,25892.4
2023-09-03 14:00:00,25891.9,25935.8,25884.4,25925.7
2023-09-03 15:00:00,25925.7,25926.3,25851,25873
2023-09-03 16:00:00,25873,25895.9,25803.2,25847.1
2023-09-03 17:00:00,25847.1,25888.6,25835.1,25888.1
2023-09-03 18:00:00,25887.8,26030.1,25881.6,25934.5
2023-09-03 19:00:00,25934.5,26013.7,25929.9,26010.9
2023-09-03 20:00:00,26010.9,26131.9,25963.4,26047.8
2023-09-03 21:00:00,26047.8,26072.4,25955.4,25965.8
2023-09-03 22:00:00,25965.8,25984.2,25934.8,25950
2023-09-03 23:00:00,25950,25980.6,25929.8,25972.2
2023-09-04 00:00:00,25972.4,25974.8,25900.4,25910.8
2023-09-04 01:00:00,25910.8,25927.8,25880.6,25908.5
2023-09-04 02:00:00,25908.5,26020.8,25896.7,25983.8
2023-09-04 03:00:00,25983.8,26099.1,25975.5,25987.6
2023-09-04 04:00:00,25987.6,26017.8,25982,25982.7
2023-09-04 05:00:00,25982.7,25992.2,25934.5,25934.8
2023-09-04 06:00:00,25934.8,25990.4,25916.5,25967.9
2023-09-04 07:00:00,25967.9,26010.5,25964.4,25964.5
2023-09-04 08:00:00,25964.4,26010,25961.2,25985.2
2023-09-04 09:00:00,25985.2,25985.8,25918.3,25952.1
2023-09-04 10:00:00,25952.2,25966.1,25882.7,25907.8
2023-09-04 11:00:00,25907.9,25941.3,25870.3,25891.3
2023-09-04 12:00:00,25891.3,25901.2,25827,25860.2
2023-09-04 13:00:00,25860.2,25912.5,25845.2,25884.6
2023-09-04 14:00:00,25884.7,25909.7,25834.9,25855.5
2023-09-04 15:00:00,25855.5,25964.9,25726.3,25815.7
2023-09-04 16:00:00,25815.8,25875.3,25811.3,25863.4
2023-09-04 17:00:00,25863.4,25939.2,25849.8,25907.8
2023-09-04 18:00:00,25907.6,25947.3,25886.9,25915.8
2023-09-04 19:00:00,25915.8,25915.8,25855.7,25892.5
2023-09-04 20:00:00,25892.5,25918.8,25806.9,25835.4
2023-09-04 21:00:00,25835.3,25841.5,25634.1,25676.5
2023-09-04 22:00:00,25676.5,25797.2,25635.3,25775.6
2023-09-04 23:00:00,25775.6,25863.5,25764.7,25825.2
2023-09-05 00:00:00,25825.2,25844.4,25740.2,25768.8
2023-09-05 01:00:00,25769.2,25804.6,25745.7,25755.4
2023-09-05 02:00:00,25755,25758.3,25669,25670
2023-09-05 03:00:00,25670,25692.4,25568.2,25690.3
2023-09-05 05:00:00,25697.4,25755,25688.4,25731.4
2023-09-05 06:00:00,25731.4,25741.2,25682.1,25689.9
2023-09-05 07:00:00,25689.9,25735.2,25689.7,25734
2023-09-05 08:00:00,25734.4,25804.1,25653.8,25709.2
2023-09-05 09:00:00,25709.2,25790.3,25698.5,25751.4
2023-09-05 10:00:00,25751.4,25805.4,25745.7,25756.6
2023-09-05 11:00:00,25756.6,25790.4,25745.1,25783.1
2023-09-05 12:00:00,25783.1,25836.9,25699,25824.3
2023-09-05 13:00:00,25824.3,25830.3,25737.1,25737.7
2023-09-05 14:00:00,25737.7,25766.1,25631.9,25715.7
2023-09-05 15:00:00,25715.7,25902.1,25673.2,25758.5
2023-09-05 16:00:00,25758.5,25842.4,25736,25755.4
2023-09-05 17:00:00,25755.1,25775.3,25708.5,25747.9
2023-09-05 18:00:00,25747.9,25763.4,25714.6,25743.5
2023-09-05 19:00:00,25743.5,25771.3,25683.6,25683.8
2023-09-05 20:00:00,25683.8,25737.7,25674.7,25715.6
2023-09-05 21:00:00,25715.6,25768.4,25712.3,25735.5
2023-09-05 22:00:00,25735.5,25771.8,25727.4,25768
2023-09-05 23:00:00,25768,25802.9,25767.6,25791.9
2023-09-06 00:00:00,25791.9,25824.8,25779.8,25804.4
2023-09-06 01:00:00,25804.4,25826.8,25775.3,25784
2023-09-06 02:00:00,25784,25857.3,25774.7,25850.2
2023-09-06 03:00:00,25849.7,25865.5,25778.2,25782.2
2023-09-06 04:00:00,25782.3,25791.7,25756.8,25757.1
2023-09-06 05:00:00,25757.1,25768,25742.2,25747.8
2023-09-06 06:00:00,25748,25790.1,25742.5,25778
2023-09-06 07:00:00,25778.4,25784.7,25728.1,25729.6
2023-09-06 08:00:00,25729.6,25757.5,25728.2,25750.1
2023-09-06 09:00:00,25750.1,25769.8,25716.6,25753.6
2023-09-06 10:00:00,25753.4,25777.1,25723.4,25729
2023-09-06 11:00:00,25729,25768.4,25722.5,25732.2
2023-09-06 12:00:00,25732.2,25746.8,25693.9,25714.5
2023-09-06 13:00:00,25714.5,25775.5,25687.4,25742
2023-09-06 14:00:00,25741.9,25741.9,25545.1,25616.7
2023-09-06 15:00:00,25616.6,25658.7,25550.3,25589.6
2023-09-06 16:00:00,25589.6,25637.7,25555.2,25595.8
2023-09-06 17:00:00,25595.8,26037.4,25381.2,25858.3
2023-09-06 18:00:00,25857.8,25957.9,25590.2,25630.7
